鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,9.26,商,,,1081205,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,132.94,1,1,1,有,有,21580000,205441,坡道平面,41.04,2700000,,RPXRMLTJJHPFFCA09CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段91巷61~90號,32.12,住,,,1081128,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711228,114.91,6,0,6,有,無,14500000,126186,,0.0,0,,RPTSMLRJJHPFFCA58CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段180巷42弄1~30號,8.42,商,,,1081202,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,91.12,1,1,1,有,有,18750000,205773,,0.0,0,,RPXNMLSJJHPFFCA58CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段180巷42弄1~30號,6.93,商,,,1081120,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,76.82,1,1,1,有,有,16400000,213458,,0.0,0,,RPOOMLSJJHPFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,9.54,商,,,1081120,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,135.06,1,1,1,有,有,23300000,216443,坡道平面,41.04,2950000,,RPPOMLSJJHPFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段68巷1~30號,10.1,商,,,1081018,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,120.75,2,1,1,有,有,21500000,266720,坡道平面,45.39,1400000,,RPTPMLNJJHPFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段68巷1~30號,10.62,商,,,1081018,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,125.69,2,1,1,有,有,23750000,276344,坡道平面,46.25,1800000,,RPUPMLNJJHPFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段68巷1~30號,14.68,商,,,1081006,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,153.34,3,1,1,有,有,31180000,274349,坡道平面,46.25,1800000,,RPXNMLNJJHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區龍江路345巷1~30號,13.11,住,,,1081209,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740312,111.1,3,2,2,有,有,20000000,180018,,0.0,0,親友、員工或其他特殊關係間之交易。;持分買賣。,RPXQMLRLKIOFFCA09CA
大同區,房地(土地+建物),臺北市大同區迪化街一段312巷1~30號,39.0,其他,,,1081128,土地3建物1車位0,全,二層,透天厝,,磚造,,66.53,0,0,0,無,有,11000000,165339,,0.0,0,,RPWQMLLLJHPFFBA18CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷69弄61~90號,21.66,住,,,1081125,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720331,80.22,3,2,1,有,無,10000000,124657,,0.0,0,含增建或未登記建物。;,RPPNMLPLKIOFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區文德路66巷34弄1~30號,40.46,住,,,1081028,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730207,117.95,3,2,1,有,有,14000000,118694,,0.0,0,,RPQNMLPLKIOFFCA87CA
中山區,房地(土地+建物),臺北市中山區林森北路145巷1~30號,18.01,商,,,1081114,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861119,88.14,3,0,3,有,無,13000000,147493,,0.0,0,含增建或未登記建物。;,RPRNMLPLKIOFFCA97CA
中山區,房地(土地+建物),臺北市中山區遼寧街211~240號,18.51,住,,,1081109,土地1建物2車位0,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0750609,98.44999999999999,3,2,1,有,有,19880000,201930,,0.0,0,含增建或未登記建物。;,RPTOMLPLKIOFFCA28CA
中山區,房地(土地+建物),臺北市中山區龍江路37巷31~60號,23.4,商,,,1081112,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710817,97.08,3,2,2,有,無,16000000,164813,,0.0,0,,RPPPMLPLKIOFFCA97CA
中山區,土地,中山段四小段211~240地號,2.14,其他,,,1081211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,308911,144351,,0.0,0,公共設施保留地之交易,RPSPMLPLKIOFFCA28CA
大同區,車位,臺北市大同區寧夏路121~150號,0.08,商,,,1081207,土地0建物0車位1,,,其他,,,,16.72,0,0,0,有,有,1050000,,升降機械,16.72,1050000,單獨車位交易。;,RPUNMLNJJHPFFBA67CA
中正區,房地(土地+建物),臺北市中正區忠孝東路一段151~180號,5.03,商,,,1081024,土地1建物1車位0,六層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1080807,51.650000000000006,1,1,1,有,有,18000000,348500,,0.0,0,,RPOOMLMJJHPFFBA07CA
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段61~90號,20.92,商,,,1081127,土地2建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060925,247.94,3,2,2,有,有,56880000,255940,坡道平面,36.25,2700000,,RPQNMLNJJHPFFBA27CA
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路一段151~180號,10.3,商,,,1081201,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080807,125.80000000000001,3,2,2,有,有,39100000,350243,塔式車位,20.73,2300000,,RPOOMLLMKIOFFBA37CA
大同區,房地(土地+建物),臺北市大同區昌吉街61巷35弄1~30號,19.95,商,,,1081127,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,56.38,2,1,1,有,無,4240000,75204,,0.0,0,親友、員工或其他特殊關係間之交易。;本案為親屬間買賣共有人數為２人,RPXOMLLMKIOFFBA28CA
萬華區,土地,莒光段二小段661~690地號,10.0,商,,,1081204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4237200,423720,,0.0,0,,RPUNMLRLKIOFFBA38CA
大同區,房地(土地+建物)+車位,臺北市大同區雙連街61~90號,15.94,住,,,1080825,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060726,168.47,3,2,2,有,有,38300000,265420,坡道平面,35.85,3100000,,RPPOMLRLKIOFFBA97CA
萬華區,車位,臺北市萬華區長沙街二段31~60號,1.51,商,,,1081212,土地0建物0車位1,地下三層,十一層,其他,見使用執照,鋼筋混凝土造,0820415,36.98,0,0,0,有,有,1950000,,坡道平面,0.0,1950000,,RPROMLRLKIOFFBA18CA
大同區,房地(土地+建物)+車位,臺北市大同區承德路三段151~180號,22.97,商,,,1081107,土地2建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951016,235.05,4,2,2,有,有,33380000,142012,坡道平面,80.76,0,,RPPNMLPLKIOFFBA67CA
中正區,房地(土地+建物),臺北市中正區臨沂街3巷1~30號,24.02,其他,,,1081117,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761128,116.32,3,2,2,有,無,27280000,234525,,0.0,0,含增建或未登記建物。;,RPQNMLPLKIOFFBA77CA
大同區,房地(土地+建物),臺北市大同區敦煌路151~180號,21.76,住,,,1081118,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710818,116.81,3,2,2,有,有,13320000,114031,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLPLKIOFFBA18CA
中正區,房地(土地+建物)+車位,臺北市中正區詔安街61~90號,17.4,住,,,1081210,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060218,97.84,2,2,1,有,有,19660000,250995,坡道機械,27.48,2000000,,RPXOMLQKJHPFFAA38CA
文山區,房地(土地+建物),臺北市文山區羅斯福路六段421~450號,15.0,商,,,1080921,土地1建物2車位0,二層，陽台,四層,公寓(5樓含以下無電梯),,加強磚造,,42.1,3,0,1,有,無,10000000,237530,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLKLJHPFFAA77CA
中正區,房地(土地+建物)+車位,臺北市中正區汀州路二段61~90號,17.78,商,,,1081118,土地2建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060704,264.24,3,2,3,有,有,55100000,227195,坡道平面,31.4,2200000,,RPSPMLOKJHPFFAA77CA
中正區,房地(土地+建物),臺北市中正區羅斯福路三段84巷12弄1~30號,25.75,住,,,1081203,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.92,3,2,1,有,無,17000000,226909,,0.0,0,,RPPNMLOJJHPFFAA17CA
文山區,房地(土地+建物),臺北市文山區興隆路一段229巷1~30號,64.48,住,,,1081121,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,134.17,3,2,2,有,無,14600000,108817,,0.0,0,含增建或未登記建物。;,RPUOMLLMKIOFFAA87CA
文山區,房地(土地+建物),臺北市文山區試院路154巷2弄31~60號,29.3,住,,,1081114,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,99.66,3,1,1,有,無,8700000,87297,,0.0,0,,RPUOMLQLKIOFFAA28CA
文山區,房地(土地+建物),臺北市文山區政大一街320巷1~30號,111.46,住,,,1081127,土地2建物1車位0,全,五層,透天厝,見使用執照,鋼筋混凝土造,0880320,216.33,5,3,4,有,有,26880000,124255,,0.0,0,,RPVOMLQLKIOFFAA38CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段1~30號,23.52,住,,,1081212,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060112,182.51999999999998,3,2,2,有,有,26800000,146833,升降機械,27.89,0,,RPPOMLPLKIOFFAA67CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路31~60號,15.76,住,,,1081008,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070223,154.12,2,2,2,有,有,29000000,188165,坡道平面,27.49,0,,RPQNMLPLKIOFFAA67CA
中正區,房地(土地+建物),臺北市中正區金門街34巷1~30號,60.5,住,,,1081103,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,,126.68,3,2,2,有,無,28000000,221029,,0.0,0,含增建或未登記建物。;,RPXNMLPLKIOFFAA38CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路31~60號,21.66,住,,,1081114,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070223,211.2,3,2,2,有,有,40000000,189394,坡道平面,32.06,0,,RPQOMLPLKIOFFAA77CA
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段211~240號,35.61,住,,,1081204,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991104,180.18,3,2,2,有,有,21500000,119325,坡道平面,0.0,0,,RPROMLPLKIOFFAA87CA
文山區,房地(土地+建物),臺北市文山區興隆路四段145巷31~60號,42.78,住,,,1081123,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,111.4,4,2,2,有,無,13500000,121185,,0.0,0,含增建或未登記建物。;,RPTOMLQLKIOFFAA18CA
文山區,房地(土地+建物),臺北市文山區育英街17巷5弄1~30號,49.63,住,,,1081110,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,112.03,3,2,2,有,無,14780000,131929,,0.0,0,含增建或未登記建物。;,RPSPMLQLKIOFFAA18CA
中正區,房地(土地+建物),臺北市中正區汀州路一段306巷1~30號,31.6,住,,,1081001,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741214,119.76,4,2,1,有,無,15600000,130261,,0.0,0,含增建或未登記建物。;,RPPNMLRLKIOFFAA77CA
中正區,房地(土地+建物),臺北市中正區汀州路三段121~150號,26.86,住,,,1081103,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750116,124.99000000000001,3,2,2,有,有,26800000,214417,,0.0,0,含增建或未登記建物。;,RPRNMLSLKIOFFAA08CA
文山區,土地,萬隆段一小段61~90地號,0.8,商,,,1080724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,0,,0.0,0,畸零地或有合併使用之交易。;,RPQOMLLMKIOFFAA47CA
文山區,房地(土地+建物),臺北市文山區秀明路二段61~90號,39.13,住,,,1081124,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,127.19,4,2,2,有,無,14500000,114003,,0.0,0,含增建或未登記建物。;,RPOOMLRJJHPFFAA47CA
文山區,土地,景美段五小段151~180地號,15.0,商,,,1081206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13515000,901000,,0.0,0,畸零地或有合併使用之交易。;,RPPPMLNKJHPFFAA37CA
文山區,土地,博嘉段三小段691~720地號,516.0,住,,,1081022,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,85909000,166490,,0.0,0,,RPPNMLSJJHPFFAA57CA
中正區,房地(土地+建物)+車位,臺北市中正區?m門街61~90號,12.72,商,,,1081019,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071023,139.95999999999998,2,1,1,有,有,24100000,206176,坡道平面,34.71,2400000,,RPSNMLKKJHPFFAA17CA
文山區,房地(土地+建物),臺北市文山區羅斯福路六段421~450號,15.0,商,,,1080921,土地1建物2車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),,加強磚造,,42.1,3,0,1,有,無,10000000,237530,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLKLJHPFFAA87CA
中正區,車位,臺北市中正區南昌路一段121~150號,0.08,商,,,1081216,土地0建物0車位1,一層,十八層,其他,見其他登記事項,見其他登記事項,0990301,16.05,0,0,0,有,有,1550000,,坡道機械,0.0,1550000,單獨車位交易。;,RPRPMLOKJHPFFAA67CA
萬華區,房地(土地+建物)+車位,臺北市萬華區西藏路91~120號,37.86,住,,,1081211,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000908,177.47,3,2,2,有,有,26898899,151569,坡道平面,0.0,0,向政府機關承購之案件。;,RPWPMLPLKIOFFBA58CA
萬華區,房地(土地+建物)+車位,臺北市萬華區成都路91~120號,4.59,商,,,1081125,土地1建物1車位1,十二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961025,63.0,1,1,1,有,有,9900000,157143,塔式車位,10.8,0,,RPPNMLQLKIOFFBA77CA
中正區,房地(土地+建物),臺北市中正區臨沂街75巷1~30號,5.71,住,,,1081113,土地1建物1車位0,地下一層,九層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0850824,26.33,1,1,1,有,有,3300000,125332,,0.0,0,含增建或未登記建物。;,RPTNMLQLKIOFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區雙園街107巷1~30號,25.25,住,,,1081010,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580317,68.25,2,2,1,有,無,7600000,111355,,0.0,0,含增建或未登記建物。;,RPPPMLKMKIOFFBA47CA
萬華區,房地(土地+建物),臺北市萬華區萬大路137巷31~60號,17.95,商,,,1080815,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,45.88,2,1,1,有,無,6900000,150392,,0.0,0,,RPTNMLRLKIOFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區萬大路71巷1~30號,35.6,住,,,1081120,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730413,135.99,3,2,2,有,無,15800000,116185,,0.0,0,,RPVOMLNJJHPFFBA87CA
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路91~120號,6.68,商,,,1081216,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,128.2,2,2,1,有,無,19800000,189954,坡道平面,37.02,2480000,土地及建物分次登記案件。前案土地登記收件字號：;,RPUSMLRJJHPFFBA58CA
萬華區,房地(土地+建物),臺北市萬華區桂林路91~120號,4.01,商,,,1081216,土地1建物1車位0,十三層,二十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1081008,56.04,1,1,1,有,無,10680000,190578,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPVSMLRJJHPFFBA68CA
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路91~120號,4.54,商,,,1081216,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,76.28999999999999,2,1,1,有,無,13680000,196984,坡道機械,13.95,1400000,土地及建物分次登記案件。前案土地登記收件字號：;,RPWSMLRJJHPFFBA78CA
萬華區,房地(土地+建物),臺北市萬華區桂林路91~120號,4.37,商,,,1081216,土地1建物1車位0,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,60.83,2,1,1,有,無,13350000,219464,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPXSMLRJJHPFFBA88CA
萬華區,房地(土地+建物),臺北市萬華區桂林路91~120號,6.16,商,,,1081216,土地1建物1車位0,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,86.11,2,2,1,有,無,18890000,219371,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPOTMLRJJHPFFBA08CA
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路91~120號,12.84,商,,,1081216,土地1建物1車位1,二十四層，見其他登記事項,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,214.06,0,0,0,無,無,36300000,190352,坡道平面,37.02,2600000,土地及建物分次登記案件。前案土地登記收件字號：;,RPPTMLRJJHPFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區桂林路91~120號,4.37,商,,,1081216,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,60.83,2,1,1,有,無,12000000,197271,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPQTMLRJJHPFFBA28CA
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路91~120號,6.48,商,,,1081216,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,102.4,2,1,1,有,無,15680000,164132,坡道機械,12.96,1000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPRTMLRJJHPFFBA38CA
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路91~120號,6.66,商,,,1081216,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,104.81,2,1,1,有,無,16130000,164725,坡道機械,12.96,1000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPSTMLRJJHPFFBA48CA
中山區,房地(土地+建物),臺北市中山區敬業三路162巷151~180號,47.09,住,,,1081118,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.45999999999998,3,2,2,有,有,23800000,153094,,0.0,0,含增建或未登記建物。;,RPVPMLPLKIOFFCA58CA
內湖區,房地(土地+建物),臺北市內湖區環山路一段59巷14弄1~30號,37.5,住,,,1081025,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681121,95.84,3,2,2,有,無,11000000,114775,,0.0,0,含增建或未登記建物。;,RPWPMLPLKIOFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區康樂街61巷81弄1~30號,26.66,住,,,1081201,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731019,88.09,3,2,1,有,無,10400000,118061,,0.0,0,含增建或未登記建物。;,RPSNMLQLKIOFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段629巷12弄1~30號,32.77,住,,,1080927,土地4建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,111.82,4,2,2,有,無,19000000,169916,,0.0,0,含增建或未登記建物。;,RPTNMLQLKIOFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區麗山街62巷18弄1~30號,41.21,住,,,1080810,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661209,95.04,3,2,1,有,無,14560000,153199,,0.0,0,含增建或未登記建物。;,RPUNMLQLKIOFFCA38CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段591巷10弄1~30號,31.42,住,,,1081110,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720613,123.76,3,2,2,有,無,17380000,140433,,0.0,0,含增建或未登記建物。;,RPROMLQLKIOFFCA18CA
中山區,房地(土地+建物),臺北市中山區民權東路三段60巷3弄1~30號,27.59,住,,,1081129,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730411,143.47,3,2,2,有,有,35000000,243953,,0.0,0,含增建或未登記建物。;,RPPOMLPLKIOFFCA87CA
大同區,房地(土地+建物),臺北市大同區蘭州街1~30號,17.2,商,,,1081119,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741223,148.34,4,2,2,有,有,19700000,132803,,0.0,0,,RPRNMLRJJHPFFBA77CA
大同區,房地(土地+建物)+車位,臺北市大同區歸綏街31~60號,15.76,住,,,1081118,土地1建物1車位2,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070822,139.26,2,0,1,有,有,21700000,226855,坡道機械,63.0,4400000,,RPWOMLPKJHPFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區萬青街91~120號,36.6,住,,,1081024,土地2建物1車位0,全,二層,透天厝,,加強磚造,,47.66,4,3,3,有,無,6300000,132186,,0.0,0,,RPUNMLMLJHPFFBA77CA
內湖區,房地(土地+建物),臺北市內湖區康樂街151巷1弄1~30號,22.68,住,,,1081124,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731022,73.77,3,2,1,有,無,8360000,113325,,0.0,0,含增建或未登記建物。;,RPOOMLRLKIOFFCA97CA
內湖區,車位,臺北市內湖區新富街31~60號,0.22,住,,,1081026,土地0建物0車位1,,,其他,,,,33.44,0,0,0,有,有,3000000,,坡道平面,33.44,3000000,,RPOPMLRLKIOFFCA08CA
大同區,土地,延平段二小段361~390地號,54.0,其他,,,1081113,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30000000,555556,,0.0,0,有未登記建物,RPVQMLLLJHPFFBA08CA
內湖區,土地,東湖段五小段511~540地號,29.52,其他,,,1081219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,50813,,0.0,0,包含公共設施保留地之交易。;現況供停車使用,RPOQMLRLKIOFFCA18CA
中山區,房地(土地+建物),臺北市中山區龍江路151~180號,27.72,住,,,1081209,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761116,190.60000000000002,4,1,2,有,有,37000000,194124,,0.0,0,,RPRNMLSLKIOFFCA28CA
中山區,房地(土地+建物),臺北市中山區八德路二段61~90號,24.57,住,,,1081111,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0690916,90.83,1,1,1,有,無,9300000,102389,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLKMKIOFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區合江街102巷1~30號,27.39,住,,,1081104,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910712,135.3,2,2,2,有,無,29000000,214339,塔式車位,13.72,0,含增建或未登記建物。;,RPSOMLNJJHPFFCA67CA
內湖區,土地,文德段四小段91~120地號,28.5,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13190589,462828,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPRMLRJJHPFFCA08CA
內湖區,車位,臺北市內湖區環山路二段1~30號,0.48,住,,,1081121,土地0建物0車位1,,,其他,,,,19.23,0,0,0,有,無,1700000,,坡道機械,19.23,1700000,,RPURMLRJJHPFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街61~90號,27.67,住,,,1081105,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970619,177.0,3,2,2,有,有,16900000,95480,坡道平面,0.0,0,含增建或未登記建物。;,RPSPMLRJJHPFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷1~30號,96.98,住,,,1080520,土地1建物1車位0,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070619,526.69,4,2,5,有,有,230000000,436690,,0.0,0,,RPVQMLTJJHPFFCA78CA
內湖區,車位,臺北市內湖區內湖路二段103巷1~30號,3.81,住,,,1081105,土地0建物0車位3,,,其他,,,,119.64,0,0,0,有,有,9600000,,坡道平面,119.64,9600000,單獨車位交易。;,RPWQMLTJJHPFFCA88CA
中山區,房地(土地+建物)+車位,臺北市中山區興安街61~90號,4.69,住,,,1081114,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0750314,22.89,3,2,2,有,有,2500000,109218,坡道平面,1.86,0,親友、員工或其他特殊關係間之交易。;,RPUNMLTJJHPFFCA38CA
內湖區,車位,臺北市內湖區金湖路121~150號,5.78,住,,,1081122,土地0建物0車位3,,,其他,,,,103.76,0,0,0,有,有,6000000,,坡道平面,103.76,6000000,,RPUOMLKKJHPFFCA67CA
內湖區,車位,臺北市內湖區金湖路121~150號,1.28,住,,,1081203,土地0建物0車位1,,,其他,,,,28.82,0,0,0,有,有,2300000,,坡道平面,28.82,2300000,,RPVOMLKKJHPFFCA77CA
內湖區,車位,臺北市內湖區金湖路121~150號,3.21,住,,,1081205,土地0建物0車位2,,,其他,,,,63.41,0,0,0,有,有,4700000,,坡道平面,63.41,4700000,,RPWOMLKKJHPFFCA87CA
