鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,20.06,住,,,1080529,土地2建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,146.43,3,1,2,有,有,10500000,75713,坡道平面,28.22,1550000,,RPXONLKKJHPFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,20.06,住,,,1080527,土地2建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,146.43,3,1,2,有,有,10450000,75713,坡道平面,28.22,1500000,,RPOPNLKKJHPFFBB27CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,22.48,住,,,1080807,土地2建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,154.23000000000002,3,1,2,有,有,10800000,73804,坡道平面,28.22,1500000,,RPPPNLKKJHPFFBB37CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,22.48,住,,,1080330,土地2建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,154.23000000000002,3,1,2,有,有,11000000,74994,坡道平面,28.22,1550000,,RPQPNLKKJHPFFBB47CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,22.48,住,,,1080531,土地2建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,154.23000000000002,3,1,2,有,有,11180000,76423,坡道平面,28.22,1550000,,RPRPNLKKJHPFFBB57CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,22.48,住,,,1080429,土地2建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,154.23000000000002,3,1,2,有,有,10950000,74597,坡道平面,28.22,1550000,,RPSPNLKKJHPFFBB67CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,17.5,住,,,1080906,土地2建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,124.22999999999999,2,1,1,有,有,8700000,74127,坡道平面,27.1,1500000,,RPTPNLKKJHPFFBB77CA
北屯區,房地(土地+建物),臺中市北屯區北屯路426之8巷1~30號,17.36,住,,,1080920,土地2建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,97.13,2,1,1,有,有,7380000,75981,,0.0,0,,RPUPNLKKJHPFFBB87CA
北屯區,房地(土地+建物),臺中市北屯區北屯路426之8巷1~30號,17.36,住,,,1080917,土地2建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,97.13,2,1,1,有,有,7600000,78246,,0.0,0,,RPVPNLKKJHPFFBB97CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路426之8巷1~30號,17.5,住,,,1080912,土地2建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081108,124.22999999999999,2,1,1,有,有,8800000,75157,坡道平面,27.1,1500000,,RPWPNLKKJHPFFBB08CA
北屯區,房地(土地+建物),臺中市北屯區大連路一段61~90號,96.2,住,,,1081106,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0721216,190.73,9,1,10,有,無,26500000,138940,,0.0,0,,RPWQMLOKJHPFFBB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區和福路121~150號,15.48,商,,,1081107,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031027,157.34,3,2,2,有,有,8300000,52752,坡道機械,9.0,0,,RPXQMLOKJHPFFBB58CA
北區,房地(土地+建物),臺中市北區太原路三段31~60號,16.06,住,,,1081123,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710925,57.35,1,1,1,有,無,3450000,60157,,0.0,0,,RPTQMLPKJHPFFBB28CA
北屯區,房地(土地+建物),臺中市北屯區北屯路426之8巷1~30號,15.23,住,,,1080411,土地2建物1車位0,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081108,81.53999999999999,2,1,1,有,有,6510000,79838,,0.0,0,,RPRNMLLLJHPFFBB47CA
